Program, Homo
Version, 2.0
Input file,../../work/4_mask/Mask.fst
Characters,Recoded amino acids (AGPST|DENQ|HKR|MIVL|WFY|C) [D6]
Sequences,63

Taxon 1,Taxon 2,Bowker,df,p,defs,dems,dcfs,Sites
Norovirus_GII.1d,Norovirus_GIII.1b,12.3865,14,0.575293,0.0120526,0.0233509,0.940612,1550
Norovirus_GII.1d,Norovirus_GIII.1c,10.5725,15,0.782266,0.0115197,0.0212296,0.839545,1548
Norovirus_GII.1d,Norovirus_GIII.1d,10.2885,14,0.740805,0.0110622,0.020625,0.857257,1550
Norovirus_GII.1d,Norovirus_GIII.1e,10.1879,14,0.74832,0.0113409,0.0227734,0.853058,1550
Norovirus_GII.1d,Norovirus_GIII.1f,9.73063,14,0.7816,0.0105617,0.0204222,0.833694,1550
Norovirus_GII.1d,Norovirus_GIII.1g,9.69756,14,0.783944,0.0105617,0.0204222,0.832276,1550
Norovirus_GII.1d,Norovirus_GIII.1h,11.1998,14,0.670273,0.0120007,0.0232258,0.89442,1550
Norovirus_GII.1d,Norovirus_GIII.1i,10.7518,14,0.705418,0.0119311,0.0229373,0.876346,1550
Norovirus_GII.1d,Norovirus_GIII.1j,9.73063,14,0.7816,0.0105617,0.0204222,0.833694,1550
Norovirus_GII.1d,Norovirus_GIV.1a,7.31725,14,0.921789,0.00823687,0.0145983,0.722953,1550
Norovirus_GII.1d,Norovirus_GIV.1b,7.62824,14,0.907781,0.0077752,0.0165257,0.738156,1538
Norovirus_GII.1d,Norovirus_GIV.1c,21.3401,13,0.066468,0.011619,0.0189515,1.28123,1542
Norovirus_GII.1d,Norovirus_GIV.1d,9.83458,14,0.774174,0.00829574,0.0164381,0.838135,1539
Norovirus_GII.1d,Norovirus_GIV.1e,7.31725,14,0.921789,0.00823687,0.0145983,0.722953,1550
Norovirus_GII.1d,Norovirus_GIV.1f,5.6678,14,0.974183,0.00746828,0.011541,0.636273,1550
Norovirus_GII.1d,Norovirus_GIV.1g,6.73438,14,0.944467,0.00831232,0.0134404,0.693561,1550
Norovirus_GII.1d,Norovirus_GIV.1h,7.31725,14,0.921789,0.00823687,0.0145983,0.722953,1550
Norovirus_GII.1d,Norovirus_GIV.1i,7.39211,15,0.945842,0.00601766,0.0121043,0.702002,1550
Norovirus_GII.1d,Norovirus_GIV.1j,7.92189,15,0.926876,0.0067972,0.0131588,0.726723,1550
Norovirus_GII.1d,Norovirus_GV.1a,14.2012,15,0.510324,0.0131112,0.0111745,0.973011,1550
Norovirus_GII.1d,Norovirus_GV.1b,11.3217,14,0.660597,0.011189,0.0130804,0.899275,1548
Norovirus_GII.1d,Norovirus_GV.1c,10.9643,14,0.688841,0.0107321,0.0126918,0.884964,1548
Norovirus_GII.1d,Norovirus_GV.1d,14.8604,15,0.461521,0.0132061,0.00930465,0.995335,1550
Norovirus_GII.1d,Norovirus_GV.1e,14.3191,15,0.50148,0.0117908,0.012207,0.977039,1550
Norovirus_GII.1d,Norovirus_GV.1f,15.2096,15,0.436425,0.0123089,0.0117554,1.00696,1550
Norovirus_GII.1d,Norovirus_GV.1g,15.3158,15,0.428921,0.0124267,0.0117554,1.01047,1550
Norovirus_GII.1d,Norovirus_GV.1h,14.2012,15,0.510324,0.0131112,0.0111745,0.973011,1550
Norovirus_GII.1d,Norovirus_GV.1i,14.7834,15,0.467132,0.0119486,0.0112117,0.992752,1550
Norovirus_GII.1d,Norovirus_GV.1j,14.7834,15,0.467132,0.0119486,0.0112117,0.992752,1550
Norovirus_GII.1d,Norovirus_GVI.1a,7.65858,14,0.906344,0.00821156,0.0114686,0.739622,1550
Norovirus_GII.1d,Norovirus_GVI.1b,8.22398,15,0.914489,0.00703788,0.0149644,0.740449,1550
Norovirus_GII.1d,Norovirus_GVI.1c,6.36789,14,0.95635,0.00703788,0.0087037,0.674425,1550
Norovirus_GII.1d,Norovirus_GVI.1d,9.91644,15,0.824963,0.00790158,0.0156177,0.813078,1550
Norovirus_GII.1d,Norovirus_GVI.1e,9.91644,15,0.824963,0.00790158,0.0156177,0.813078,1550
Norovirus_GII.1d,Norovirus_GVI.1f,7.65858,14,0.906344,0.00821156,0.0114686,0.739622,1550
Norovirus_GII.1d,Norovirus_GVI.1g,8.6316,14,0.853902,0.0100428,0.0181452,0.785203,1549
Norovirus_GII.1d,Norovirus_GVI.1h,6.52873,14,0.951357,0.00735597,0.00841187,0.68289,1550
Norovirus_GII.1d,Norovirus_GVI.1i,8.52465,15,0.901033,0.005913,0.0109867,0.753863,1550
Norovirus_GII.1d,Norovirus_GVI.1j,8.52465,15,0.901033,0.005913,0.0109867,0.753863,1550
Norovirus_GII.1d,Norovirus_GVII.1a,22.5912,13,0.0468517,0.0126917,0.0231355,1.31825,1544
Norovirus_GII.1d,Norovirus_GVIII.1a,11.4894,14,0.647232,0.00673568,0.00952569,0.90591,1550
Norovirus_GII.1d,Norwalk-like_virus,17.1566,12,0.143802,0.0106011,0.00724192,1.19571,1550
Norovirus_GII.1e,Norovirus_GII.1f,6.38571,9,0.700779,0.00386598,0.00482172,0.842332,1552
Norovirus_GII.1e,Norovirus_GII.1g,6.55882,10,0.766334,0.00322165,0.00507346,0.809866,1552
Norovirus_GII.1e,Norovirus_GII.1h,9.28803,13,0.750858,0.00494919,0.00464633,0.84526,1552
Norovirus_GII.1e,Norovirus_GII.1i,8.40202,13,0.816459,0.00473484,0.00650741,0.803934,1552
Norovirus_GII.1e,Norovirus_GII.1j,15.9979,12,0.191334,0.00864459,0.00352914,1.15462,1552
Norovirus_GII.1e,Norovirus_GIII.1a,17.3833,14,0.236327,0.013744,0.0246703,1.1143,1552
Norovirus_GII.1e,Norovirus_GIII.1b,17.3833,14,0.236327,0.013744,0.0246703,1.1143,1552
Norovirus_GII.1e,Norovirus_GIII.1c,20.3072,15,0.160462,0.0162959,0.0262859,1.16354,1550
Norovirus_GII.1e,Norovirus_GIII.1d,17.1318,14,0.249225,0.0134076,0.0233564,1.10621,1552
Norovirus_GII.1e,Norovirus_GIII.1e,17.7294,14,0.219384,0.0145795,0.0258375,1.12534,1552
Norovirus_GII.1e,Norovirus_GIII.1f,17.6659,14,0.222422,0.0140132,0.0234805,1.12332,1552
Norovirus_GII.1e,Norovirus_GIII.1g,17.0612,14,0.25293,0.0136379,0.0234805,1.10393,1552
Norovirus_GII.1e,Norovirus_GIII.1h,19.4608,14,0.148078,0.0154505,0.0265508,1.17901,1552
Norovirus_GII.1e,Norovirus_GIII.1i,18.3569,14,0.191005,0.0153155,0.0261887,1.14508,1552
Norovirus_GII.1e,Norovirus_GIII.1j,17.6659,14,0.222422,0.0140132,0.0234805,1.12332,1552
Norovirus_GII.1e,Norovirus_GIV.1a,13.5967,14,0.480172,0.0122761,0.0172652,0.98549,1552
Norovirus_GII.1e,Norovirus_GIV.1b,8.87247,13,0.782506,0.0108463,0.0127577,0.826134,1540
Norovirus_GII.1e,Norovirus_GIV.1c,19.9696,13,0.0959701,0.011385,0.0120125,1.23941,1544
Norovirus_GII.1e,Norovirus_GIV.1d,12.9596,13,0.450934,0.0107221,0.0128809,0.998446,1541
Norovirus_GII.1e,Norovirus_GIV.1e,13.5967,14,0.480172,0.0122761,0.0172652,0.98549,1552
Norovirus_GII.1e,Norovirus_GIV.1f,14.6531,14,0.40227,0.0124774,0.0159659,1.02306,1552
Norovirus_GII.1e,Norovirus_GIV.1g,11.1767,14,0.672101,0.0111601,0.0160178,0.893497,1552
Norovirus_GII.1e,Norovirus_GIV.1h,13.5967,14,0.480172,0.0122761,0.0172652,0.98549,1552
Norovirus_GII.1e,Norovirus_GIV.1i,10.6104,14,0.716334,0.00957865,0.0145225,0.870567,1552
Norovirus_GII.1e,Norovirus_GIV.1j,10.9762,14,0.687902,0.00994024,0.0145225,0.885447,1552
Norovirus_GII.1e,Norovirus_GV.1a,10.8593,15,0.762504,0.00890482,0.00942573,0.850854,1552
Norovirus_GII.1e,Norovirus_GV.1b,11.3127,13,0.584642,0.0104428,0.00930465,0.932848,1550
Norovirus_GII.1e,Norovirus_GV.1c,11.9769,13,0.52954,0.0108341,0.0102416,0.959843,1550
Norovirus_GII.1e,Norovirus_GV.1d,12.4933,15,0.641369,0.00966495,0.0101878,0.912627,1552
Norovirus_GII.1e,Norovirus_GV.1e,7.8506,14,0.896963,0.00737469,0.00906653,0.748837,1552
Norovirus_GII.1e,Norovirus_GV.1f,11.9603,15,0.682029,0.00794383,0.00924787,0.892948,1552
Norovirus_GII.1e,Norovirus_GV.1g,11.9603,15,0.682029,0.00794383,0.00924787,0.892948,1552
Norovirus_GII.1e,Norovirus_GV.1h,10.8593,15,0.762504,0.00890482,0.00942573,0.850854,1552
Norovirus_GII.1e,Norovirus_GV.1i,12.2107,15,0.663014,0.00807343,0.00929266,0.902246,1552
Norovirus_GII.1e,Norovirus_GV.1j,12.2107,15,0.663014,0.00807343,0.00929266,0.902246,1552
Norovirus_GII.1e,Norovirus_GVI.1a,13.5109,14,0.486745,0.0113446,0.0161469,0.982378,1552
Norovirus_GII.1e,Norovirus_GVI.1b,10.4349,14,0.729744,0.00991933,0.0149173,0.863338,1552
Norovirus_GII.1e,Norovirus_GVI.1c,11.019,14,0.684539,0.00796992,0.0148895,0.887172,1552
Norovirus_GII.1e,Norovirus_GVI.1d,11.1076,14,0.677559,0.0104095,0.0159398,0.890732,1552
Norovirus_GII.1e,Norovirus_GVI.1e,11.1076,14,0.677559,0.0104095,0.0159398,0.890732,1552
Norovirus_GII.1e,Norovirus_GVI.1f,13.5109,14,0.486745,0.0113446,0.0161469,0.982378,1552
Norovirus_GII.1e,Norovirus_GVI.1g,13.2644,14,0.505815,0.0106919,0.017891,0.973376,1551
Norovirus_GII.1e,Norovirus_GVI.1h,11.0032,14,0.685787,0.00794383,0.0150006,0.886533,1552
Norovirus_GII.1e,Norovirus_GVI.1i,9.95871,14,0.765196,0.00885807,0.0137289,0.843408,1552
Norovirus_GII.1e,Norovirus_GVI.1j,9.95871,14,0.765196,0.00885807,0.0137289,0.843408,1552
Norovirus_GII.1e,Norovirus_GVII.1a,20.0228,13,0.0946425,0.010958,0.0146932,1.24105,1546
Norovirus_GII.1e,Norovirus_GVIII.1a,5.98182,10,0.816788,0.00265664,0.00375706,0.773422,1552
Norovirus_GII.1e,Norwalk-like_virus,9.10867,11,0.611862,0.00412572,0.00631312,0.909978,1552
Norovirus_GII.1f,Norovirus_GII.1g,3,4,0.557825,0.00111601,0.00182244,0.866025,1552
Norovirus_GII.1f,Norovirus_GII.1h,14.6121,12,0.263339,0.00702881,0.0064433,1.10348,1552
Norovirus_GII.1f,Norovirus_GII.1i,14.5871,12,0.264794,0.00743077,0.00924787,1.10254,1552
Norovirus_GII.1f,Norovirus_GII.1j,14.3631,12,0.278125,0.00634591,0.00597527,1.09404,1552
Norovirus_GII.1f,Norovirus_GIII.1a,17.9296,14,0.210005,0.0142337,0.0277436,1.13167,1552
Norovirus_GII.1f,Norovirus_GIII.1b,17.9296,14,0.210005,0.0142337,0.0277436,1.13167,1552
Norovirus_GII.1f,Norovirus_GIII.1c,18.0639,15,0.259319,0.0162319,0.028033,1.09739,1550
Norovirus_GII.1f,Norovirus_GIII.1d,16.702,14,0.272404,0.0138193,0.0259017,1.09225,1552
Norovirus_GII.1f,Norovirus_GIII.1e,16.8845,14,0.262383,0.0147353,0.0283359,1.0982,1552
Norovirus_GII.1f,Norovirus_GIII.1f,16.7636,14,0.268996,0.0140576,0.0259178,1.09426,1552
Norovirus_GII.1f,Norovirus_GIII.1g,16.1407,14,0.304855,0.0136835,0.0259178,1.07374,1552
Norovirus_GII.1f,Norovirus_GIII.1h,18.6009,14,0.180766,0.0155976,0.028959,1.15267,1552
Norovirus_GII.1f,Norovirus_GIII.1i,17.8708,14,0.212731,0.0155175,0.0286709,1.12982,1552
Norovirus_GII.1f,Norovirus_GIII.1j,16.7636,14,0.268996,0.0140576,0.0259178,1.09426,1552
Norovirus_GII.1f,Norovirus_GIV.1a,12.0321,14,0.603721,0.00881108,0.0157037,0.927059,1552
Norovirus_GII.1f,Norovirus_GIV.1b,9.92801,13,0.69981,0.00989061,0.0142562,0.873895,1540
Norovirus_GII.1f,Norovirus_GIV.1c,20.3271,13,0.0873485,0.0107988,0.0151061,1.25045,1544
Norovirus_GII.1f,Norovirus_GIV.1d,14.6457,13,0.329987,0.0103829,0.0146836,1.06141,1541
Norovirus_GII.1f,Norovirus_GIV.1e,12.0321,14,0.603721,0.00881108,0.0157037,0.927059,1552
Norovirus_GII.1f,Norovirus_GIV.1f,9.60783,14,0.790257,0.00832658,0.0139092,0.828416,1552
Norovirus_GII.1f,Norovirus_GIV.1g,12.5083,14,0.565551,0.00827657,0.0145225,0.945226,1552
Norovirus_GII.1f,Norovirus_GIV.1h,12.0321,14,0.603721,0.00881108,0.0157037,0.927059,1552
Norovirus_GII.1f,Norovirus_GIV.1i,9.38584,14,0.805568,0.00723259,0.0123604,0.81879,1552
Norovirus_GII.1f,Norovirus_GIV.1j,9.23723,14,0.81556,0.00726123,0.0123604,0.812282,1552
Norovirus_GII.1f,Norovirus_GV.1a,10.2865,15,0.801345,0.00812469,0.0120887,0.828108,1552
Norovirus_GII.1f,Norovirus_GV.1b,6.99769,13,0.902271,0.00784873,0.0128061,0.733678,1550
Norovirus_GII.1f,Norovirus_GV.1c,7.48426,13,0.875504,0.00833732,0.0138972,0.758757,1550
Norovirus_GII.1f,Norovirus_GV.1d,11.3486,15,0.727513,0.00874012,0.0126591,0.869813,1552
Norovirus_GII.1f,Norovirus_GV.1e,7.76316,14,0.901296,0.00663378,0.0124607,0.744655,1552
Norovirus_GII.1f,Norovirus_GV.1f,11.2955,15,0.731378,0.00684932,0.0124274,0.867776,1552
Norovirus_GII.1f,Norovirus_GV.1g,11.2955,15,0.731378,0.00684932,0.0124274,0.867776,1552
Norovirus_GII.1f,Norovirus_GV.1h,10.2865,15,0.801345,0.00812469,0.0120887,0.828108,1552
Norovirus_GII.1f,Norovirus_GV.1i,11.3518,15,0.727278,0.00669607,0.012123,0.869936,1552
Norovirus_GII.1f,Norovirus_GV.1j,11.3518,15,0.727278,0.00669607,0.012123,0.869936,1552
Norovirus_GII.1f,Norovirus_GVI.1a,12.4946,14,0.566646,0.00807343,0.0135463,0.944707,1552
Norovirus_GII.1f,Norovirus_GVI.1b,9.78286,14,0.77788,0.00765099,0.0136379,0.835928,1552
Norovirus_GII.1f,Norovirus_GVI.1c,12.6088,14,0.557535,0.00876383,0.0121572,0.949013,1552
Norovirus_GII.1f,Norovirus_GVI.1d,10.9,14,0.693874,0.00796992,0.0149173,0.882367,1552
Norovirus_GII.1f,Norovirus_GVI.1e,10.9,14,0.693874,0.00796992,0.0149173,0.882367,1552
Norovirus_GII.1f,Norovirus_GVI.1f,12.4946,14,0.566646,0.00807343,0.0135463,0.944707,1552
Norovirus_GII.1f,Norovirus_GVI.1g,12.5342,14,0.563483,0.00815545,0.0158193,0.946203,1551
Norovirus_GII.1f,Norovirus_GVI.1h,12.7776,14,0.544107,0.00897448,0.0121913,0.955345,1552
Norovirus_GII.1f,Norovirus_GVI.1i,10.5392,14,0.721796,0.00799592,0.0119505,0.86764,1552
Norovirus_GII.1f,Norovirus_GVI.1j,10.5392,14,0.721796,0.00799592,0.0119505,0.86764,1552
Norovirus_GII.1f,Norovirus_GVII.1a,23.1313,13,0.0401273,0.0124924,0.0184545,1.33392,1546
Norovirus_GII.1f,Norovirus_GVIII.1a,9.75758,8,0.282455,0.00535221,0.0064433,1.1044,1552
Norovirus_GII.1f,Norwalk-like_virus,11.4762,12,0.488609,0.00386598,0.00482172,0.977931,1552
Norovirus_GII.1g,Norovirus_GII.1h,12.3438,11,0.338362,0.00621369,0.00675779,1.05932,1552
Norovirus_GII.1g,Norovirus_GII.1i,12.3767,11,0.336002,0.006665,0.00938158,1.06073,1552
Norovirus_GII.1g,Norovirus_GII.1j,13.1248,11,0.285246,0.00614652,0.00637854,1.09232,1552
Norovirus_GII.1g,Norovirus_GIII.1a,16.4035,14,0.289357,0.0136074,0.0267998,1.08244,1552
Norovirus_GII.1g,Norovirus_GIII.1b,16.4035,14,0.289357,0.0136074,0.0267998,1.08244,1552
Norovirus_GII.1g,Norovirus_GIII.1c,16.5526,15,0.346302,0.0156044,0.0268809,1.05048,1550
Norovirus_GII.1g,Norovirus_GIII.1d,15.1206,14,0.369962,0.0130785,0.0248715,1.03925,1552
Norovirus_GII.1g,Norovirus_GIII.1e,15.4689,14,0.346869,0.0142483,0.0272606,1.05115,1552
Norovirus_GII.1g,Norovirus_GIII.1f,15.2969,14,0.358168,0.013454,0.0248381,1.04529,1552
Norovirus_GII.1g,Norovirus_GIII.1g,14.7186,14,0.397655,0.013126,0.0248381,1.02534,1552
Norovirus_GII.1g,Norovirus_GIII.1h,16.8549,14,0.263991,0.0150282,0.0278333,1.09723,1552
Norovirus_GII.1g,Norovirus_GIII.1i,16.3867,14,0.290334,0.0149729,0.0275785,1.08189,1552
Norovirus_GII.1g,Norovirus_GIII.1j,15.2969,14,0.358168,0.013454,0.0248381,1.04529,1552
Norovirus_GII.1g,Norovirus_GIV.1a,11.146,14,0.674534,0.00852368,0.0148056,0.892267,1552
Norovirus_GII.1g,Norovirus_GIV.1b,9.42817,13,0.739892,0.00980498,0.0145489,0.851612,1540
Norovirus_GII.1g,Norovirus_GIV.1c,19.4377,13,0.110146,0.0118896,0.0145977,1.22279,1544
Norovirus_GII.1g,Norovirus_GIV.1d,12.1619,13,0.514411,0.00971228,0.0145395,0.96723,1541
Norovirus_GII.1g,Norovirus_GIV.1e,11.146,14,0.674534,0.00852368,0.0148056,0.892267,1552
Norovirus_GII.1g,Norovirus_GIV.1f,9.17142,14,0.819915,0.00812469,0.0128866,0.809383,1552
Norovirus_GII.1g,Norovirus_GIV.1g,12.0334,14,0.603617,0.00812469,0.0137591,0.927109,1552
Norovirus_GII.1g,Norovirus_GIV.1h,11.146,14,0.674534,0.00852368,0.0148056,0.892267,1552
Norovirus_GII.1g,Norovirus_GIV.1i,9.20147,14,0.817932,0.00745866,0.0117756,0.810708,1552
Norovirus_GII.1g,Norovirus_GIV.1j,9.30043,14,0.811337,0.00754169,0.0119852,0.815056,1552
Norovirus_GII.1g,Norovirus_GV.1a,11.1792,15,0.739787,0.00827657,0.0120543,0.863298,1552
Norovirus_GII.1g,Norovirus_GV.1b,7.43935,13,0.878114,0.00803219,0.0127735,0.756477,1550
Norovirus_GII.1g,Norovirus_GV.1c,7.62501,13,0.867143,0.00831232,0.0135637,0.765858,1550
Norovirus_GII.1g,Norovirus_GV.1d,11.8222,15,0.692431,0.00840103,0.0120887,0.887778,1552
Norovirus_GII.1g,Norovirus_GV.1e,9.68205,14,0.78504,0.00669607,0.0122592,0.83161,1552
Norovirus_GII.1g,Norovirus_GV.1f,12.1764,15,0.66563,0.00690967,0.0122592,0.900978,1552
Norovirus_GII.1g,Norovirus_GV.1g,12.1764,15,0.66563,0.00690967,0.0122592,0.900978,1552
Norovirus_GII.1g,Norovirus_GV.1h,11.1792,15,0.739787,0.00827657,0.0120543,0.863298,1552
Norovirus_GII.1g,Norovirus_GV.1i,12.0023,15,0.678858,0.00650741,0.0119157,0.894511,1552
Norovirus_GII.1g,Norovirus_GV.1j,12.0023,15,0.678858,0.00650741,0.0119157,0.894511,1552
Norovirus_GII.1g,Norovirus_GVI.1a,11.791,14,0.623085,0.00802184,0.0125603,0.917721,1552
Norovirus_GII.1g,Norovirus_GVI.1b,9.9606,14,0.765058,0.00802184,0.0132676,0.843488,1552
Norovirus_GII.1g,Norovirus_GVI.1c,12.6166,14,0.55691,0.00918029,0.0113079,0.949308,1552
Norovirus_GII.1g,Norovirus_GVI.1d,10.8883,14,0.694785,0.00822625,0.0144077,0.881894,1552
Norovirus_GII.1g,Norovirus_GVI.1e,10.8883,14,0.694785,0.00822625,0.0144077,0.881894,1552
Norovirus_GII.1g,Norovirus_GVI.1f,11.791,14,0.623085,0.00802184,0.0125603,0.917721,1552
Norovirus_GII.1g,Norovirus_GVI.1g,12.4809,14,0.567744,0.00860198,0.0156342,0.944188,1551
Norovirus_GII.1g,Norovirus_GVI.1h,12.8209,14,0.540675,0.00942573,0.0113446,0.956962,1552
Norovirus_GII.1g,Norovirus_GVI.1i,10.3484,14,0.736297,0.00835147,0.0112343,0.859749,1552
Norovirus_GII.1g,Norovirus_GVI.1j,10.3484,14,0.736297,0.00835147,0.0112343,0.859749,1552
Norovirus_GII.1g,Norovirus_GVII.1a,21.6879,13,0.0603909,0.012985,0.0182722,1.29163,1546
Norovirus_GII.1g,Norovirus_GVIII.1a,9.66667,9,0.378138,0.00531328,0.0065709,1.03638,1552
Norovirus_GII.1g,Norwalk-like_virus,12.5,11,0.327256,0.00386598,0.0045561,1.066,1552
Norovirus_GII.1h,Norovirus_GII.1i,5.5,6,0.481457,0.002137,0.00302218,0.957427,1552
Norovirus_GII.1h,Norovirus_GII.1j,8.66349,7,0.277727,0.00477848,0.00375706,1.11249,1552
Norovirus_GII.1h,Norovirus_GIII.1a,15.8463,14,0.32285,0.014608,0.0271232,1.0639,1552
Norovirus_GII.1h,Norovirus_GIII.1b,15.8463,14,0.32285,0.014608,0.0271232,1.0639,1552
Norovirus_GII.1h,Norovirus_GIII.1c,16.3323,14,0.293507,0.0162063,0.0291253,1.08009,1550
Norovirus_GII.1h,Norovirus_GIII.1d,14.5569,14,0.409101,0.0143209,0.0261569,1.01969,1552
Norovirus_GII.1h,Norovirus_GIII.1e,14.4878,14,0.414035,0.0147635,0.0284528,1.01727,1552
Norovirus_GII.1h,Norovirus_GIII.1f,13.9789,14,0.451281,0.0140132,0.0262362,0.999248,1552
Norovirus_GII.1h,Norovirus_GIII.1g,13.9789,14,0.451281,0.0140132,0.0262362,0.999248,1552
Norovirus_GII.1h,Norovirus_GIII.1h,16.0475,14,0.31048,0.0157037,0.0291875,1.07063,1552
Norovirus_GII.1h,Norovirus_GIII.1i,15.2056,14,0.364249,0.0155976,0.0287432,1.04217,1552
Norovirus_GII.1h,Norovirus_GIII.1j,13.9789,14,0.451281,0.0140132,0.0262362,0.999248,1552
Norovirus_GII.1h,Norovirus_GIV.1a,12.374,15,0.650532,0.00946968,0.0144652,0.908257,1552
Norovirus_GII.1h,Norovirus_GIV.1b,6.8238,14,0.941291,0.00831575,0.00958755,0.69815,1540
Norovirus_GII.1h,Norovirus_GIV.1c,15.7325,14,0.329981,0.00918228,0.0137086,1.06007,1544
Norovirus_GII.1h,Norovirus_GIV.1d,8.20151,14,0.878566,0.00737042,0.0107024,0.76539,1541
Norovirus_GII.1h,Norovirus_GIV.1e,12.374,15,0.650532,0.00946968,0.0144652,0.908257,1552
Norovirus_GII.1h,Norovirus_GIV.1f,11.8958,15,0.6869,0.0096864,0.0139984,0.890534,1552
Norovirus_GII.1h,Norovirus_GIV.1g,12.0431,15,0.675761,0.00869249,0.0132362,0.896033,1552
Norovirus_GII.1h,Norovirus_GIV.1h,12.374,15,0.650532,0.00946968,0.0144652,0.908257,1552
Norovirus_GII.1h,Norovirus_GIV.1i,9.05605,15,0.874569,0.00767808,0.0117756,0.777005,1552
Norovirus_GII.1h,Norovirus_GIV.1j,8.61128,15,0.89695,0.00737469,0.0114176,0.757684,1552
Norovirus_GII.1h,Norovirus_GV.1a,11.0119,15,0.751747,0.00991933,0.0103495,0.856814,1552
Norovirus_GII.1h,Norovirus_GV.1b,9.59754,14,0.790976,0.00816072,0.00879883,0.827973,1550
Norovirus_GII.1h,Norovirus_GV.1c,9.55497,14,0.793943,0.0088695,0.0110622,0.826134,1550
Norovirus_GII.1h,Norovirus_GV.1d,11.5568,15,0.712219,0.0101264,0.0121913,0.877754,1552
Norovirus_GII.1h,Norovirus_GV.1e,11.9659,15,0.681606,0.00972917,0.00946968,0.893157,1552
Norovirus_GII.1h,Norovirus_GV.1f,11.4802,15,0.717867,0.00942573,0.0101059,0.874843,1552
Norovirus_GII.1h,Norovirus_GV.1g,11.4802,15,0.717867,0.00942573,0.0101059,0.874843,1552
Norovirus_GII.1h,Norovirus_GV.1h,11.0119,15,0.751747,0.00991933,0.0103495,0.856814,1552
Norovirus_GII.1h,Norovirus_GV.1i,11.3524,15,0.727238,0.0092254,0.00972917,0.869957,1552
Norovirus_GII.1h,Norovirus_GV.1j,11.3524,15,0.727238,0.0092254,0.00972917,0.869957,1552
Norovirus_GII.1h,Norovirus_GVI.1a,12.4836,15,0.642116,0.00951342,0.0143788,0.912272,1552
Norovirus_GII.1h,Norovirus_GVI.1b,10.2476,15,0.803885,0.00820098,0.0112712,0.826542,1552
Norovirus_GII.1h,Norovirus_GVI.1c,12.371,15,0.650758,0.0096219,0.0142337,0.908148,1552
Norovirus_GII.1h,Norovirus_GVI.1d,11.3594,15,0.726729,0.00840103,0.0123268,0.870225,1552
Norovirus_GII.1h,Norovirus_GVI.1e,11.3594,15,0.726729,0.00840103,0.0123268,0.870225,1552
Norovirus_GII.1h,Norovirus_GVI.1f,12.4836,15,0.642116,0.00951342,0.0143788,0.912272,1552
Norovirus_GII.1h,Norovirus_GVI.1g,10.0375,15,0.817374,0.00840645,0.0142137,0.818026,1551
Norovirus_GII.1h,Norovirus_GVI.1h,12.6094,15,0.632443,0.00994024,0.014608,0.916855,1552
Norovirus_GII.1h,Norovirus_GVI.1i,9.87758,15,0.827369,0.00807343,0.0111601,0.811483,1552
Norovirus_GII.1h,Norovirus_GVI.1j,9.87758,15,0.827369,0.00807343,0.0111601,0.811483,1552
Norovirus_GII.1h,Norovirus_GVII.1a,17.1778,14,0.246827,0.0104298,0.0148066,1.10769,1546
Norovirus_GII.1h,Norovirus_GVIII.1a,12.5798,13,0.480767,0.00546732,0.00825145,0.983706,1552
Norovirus_GII.1h,Norwalk-like_virus,15.1302,11,0.176615,0.00631312,0.0089281,1.1728,1552
Norovirus_GII.1i,Norovirus_GII.1j,10.2897,7,0.172742,0.00539085,0.00546732,1.21242,1552
Norovirus_GII.1i,Norovirus_GIII.1a,15.759,14,0.328311,0.0151657,0.0264411,1.06096,1552
Norovirus_GII.1i,Norovirus_GIII.1b,15.759,14,0.328311,0.0151657,0.0264411,1.06096,1552
Norovirus_GII.1i,Norovirus_GIII.1c,15.8086,14,0.325203,0.0172392,0.0293247,1.06263,1550
Norovirus_GII.1i,Norovirus_GIII.1d,14.3954,14,0.420691,0.0150558,0.0259338,1.01402,1552
Norovirus_GII.1i,Norovirus_GIII.1e,15.0837,14,0.372457,0.0155843,0.02813,1.03798,1552
Norovirus_GII.1i,Norovirus_GIII.1f,13.7565,14,0.468002,0.0147071,0.0260456,0.991267,1552
Norovirus_GII.1i,Norovirus_GIII.1g,13.7565,14,0.468002,0.0147071,0.0260456,0.991267,1552
Norovirus_GII.1i,Norovirus_GIII.1h,15.9162,14,0.318518,0.016402,0.0289016,1.06624,1552
Norovirus_GII.1i,Norovirus_GIII.1i,15.0742,14,0.3731,0.0163004,0.0284236,1.03766,1552
Norovirus_GII.1i,Norovirus_GIII.1j,13.7565,14,0.468002,0.0147071,0.0260456,0.991267,1552
Norovirus_GII.1i,Norovirus_GIV.1a,12.1797,15,0.665376,0.00929266,0.0151383,0.901101,1552
Norovirus_GII.1i,Norovirus_GIV.1b,8.78792,14,0.844392,0.00904441,0.00871195,0.792281,1540
Norovirus_GII.1i,Norovirus_GIV.1c,16.4581,14,0.286208,0.0106816,0.0131143,1.08424,1544
Norovirus_GII.1i,Norovirus_GIV.1d,9.49574,14,0.798044,0.00818269,0.00962518,0.82357,1541
Norovirus_GII.1i,Norovirus_GIV.1e,12.1797,15,0.665376,0.00929266,0.0151383,0.901101,1552
Norovirus_GII.1i,Norovirus_GIV.1f,12.4093,15,0.647818,0.0092254,0.0152476,0.909554,1552
